@RELATION featurization_5

@ATTRIBUTE line_num INTEGER
@ATTRIBUTE journal {arxiv, jdm, plos}
@ATTRIBUTE expert INTEGER
@ATTRIBUTE section {abstract, introduction}
@ATTRIBUTE dt INTEGER
@ATTRIBUTE nnp INTEGER
@ATTRIBUTE nn INTEGER
@ATTRIBUTE in INTEGER
@ATTRIBUTE vbz INTEGER
@ATTRIBUTE vbn INTEGER
@ATTRIBUTE vbg INTEGER
@ATTRIBUTE jj INTEGER
@ATTRIBUTE comma INTEGER
@ATTRIBUTE rb INTEGER
@ATTRIBUTE colon INTEGER
@ATTRIBUTE cd INTEGER
@ATTRIBUTE cc INTEGER
@ATTRIBUTE prp INTEGER
@ATTRIBUTE md INTEGER
@ATTRIBUTE vb INTEGER
@ATTRIBUTE nns INTEGER
@ATTRIBUTE wdt INTEGER
@ATTRIBUTE vbp INTEGER
@ATTRIBUTE jjr INTEGER
@ATTRIBUTE to INTEGER
@ATTRIBUTE opquote INTEGER
@ATTRIBUTE closequote INTEGER
@ATTRIBUTE nnps INTEGER
@ATTRIBUTE prp$ INTEGER
@ATTRIBUTE jjs INTEGER
@ATTRIBUTE wrb INTEGER
@ATTRIBUTE pos INTEGER
@ATTRIBUTE vbd INTEGER
@ATTRIBUTE ex INTEGER
@ATTRIBUTE rbr INTEGER
@ATTRIBUTE none INTEGER
@ATTRIBUTE ls INTEGER
@ATTRIBUTE rbs INTEGER
@ATTRIBUTE wp INTEGER
@ATTRIBUTE rp INTEGER
@ATTRIBUTE pdt INTEGER
@ATTRIBUTE wpmoney INTEGER
@ATTRIBUTE hashhash INTEGER
@ATTRIBUTE periodperiod INTEGER
@ATTRIBUTE class {AIM, BASE, CONT, OWN, MISC}

@DATA
33,arxiv,1,introduction,2,3,2,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
34,arxiv,1,introduction,1,6,5,1,2,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
35,arxiv,1,introduction,1,3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
36,arxiv,1,introduction,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
37,arxiv,1,introduction,1,0,2,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
38,arxiv,1,introduction,2,2,1,4,0,0,1,2,2,3,0,0,2,1,0,0,5,0,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
39,arxiv,1,introduction,1,0,3,3,0,1,1,3,1,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
40,arxiv,1,introduction,5,0,6,5,1,3,0,4,0,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,arxiv,0,abstract,1,0,5,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
1,arxiv,0,abstract,3,0,15,5,0,2,0,2,0,0,0,0,3,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MISC
2,arxiv,0,abstract,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
3,arxiv,0,abstract,2,0,1,1,0,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,MISC
4,arxiv,0,abstract,0,0,3,1,2,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
5,arxiv,0,abstract,2,0,3,5,1,2,0,2,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
6,arxiv,0,abstract,1,0,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
7,arxiv,0,abstract,2,0,7,2,1,0,0,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
8,arxiv,0,abstract,2,0,5,2,2,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
9,arxiv,0,abstract,1,0,7,3,1,0,0,3,0,0,0,0,2,3,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
10,arxiv,0,introduction,5,0,7,4,1,0,0,3,0,0,0,0,1,3,0,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
11,arxiv,0,introduction,4,0,7,7,1,1,0,0,0,1,0,1,1,0,1,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
12,arxiv,0,introduction,3,0,4,2,2,1,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,arxiv,0,introduction,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISC
14,arxiv,0,introduction,6,0,7,4,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MISC
15,arxiv,0,introduction,1,0,6,2,1,4,2,2,0,2,0,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
16,arxiv,0,introduction,1,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
17,arxiv,0,introduction,1,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
18,arxiv,0,introduction,1,0,3,2,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MISC
19,arxiv,0,introduction,3,0,8,2,1,0,0,3,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
20,arxiv,0,introduction,2,0,12,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
21,arxiv,0,introduction,0,0,4,2,1,1,0,2,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
22,arxiv,0,introduction,3,0,6,2,0,2,1,2,0,4,0,0,2,0,1,6,2,1,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
23,arxiv,0,introduction,8,0,18,11,3,4,0,3,0,3,0,0,2,0,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AIM
24,arxiv,0,introduction,1,0,3,3,1,1,0,6,0,2,0,0,1,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
25,arxiv,0,introduction,3,0,5,6,1,3,0,2,0,2,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
26,arxiv,0,introduction,3,0,4,3,2,0,1,4,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
27,arxiv,0,introduction,2,0,3,1,1,0,0,3,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
28,arxiv,0,introduction,5,0,9,5,2,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OWN
29,arxiv,0,introduction,2,0,11,3,1,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
30,arxiv,0,introduction,1,0,6,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
31,arxiv,0,introduction,0,0,1,0,0,0,0,4,0,0,0,0,1,3,0,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
32,arxiv,0,introduction,2,0,12,4,1,0,0,4,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
33,arxiv,0,introduction,1,1,13,6,0,0,0,8,0,1,0,0,4,1,0,3,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
34,arxiv,0,introduction,2,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
35,arxiv,0,introduction,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,arxiv,0,abstract,1,0,5,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
1,arxiv,0,abstract,3,1,14,5,0,2,0,2,1,0,2,0,3,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MISC
2,arxiv,0,abstract,1,3,4,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
3,arxiv,0,abstract,2,0,2,1,0,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,MISC
4,arxiv,0,abstract,0,0,3,1,2,0,0,3,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
5,arxiv,0,abstract,2,4,6,7,1,2,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
6,arxiv,0,abstract,1,1,5,0,1,0,1,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
7,arxiv,0,abstract,2,5,5,2,1,0,0,1,3,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
8,arxiv,0,abstract,2,1,3,2,2,0,0,3,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
9,arxiv,0,abstract,1,1,6,3,1,0,0,3,5,0,0,0,2,3,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
10,arxiv,0,introduction,5,3,11,4,1,0,0,3,1,0,0,0,1,2,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
11,arxiv,0,introduction,4,8,6,7,2,1,1,0,2,1,3,1,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,OWN
12,arxiv,0,introduction,3,0,6,2,2,1,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
13,arxiv,0,introduction,1,2,4,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OWN
14,arxiv,0,introduction,6,4,9,4,0,1,0,3,2,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
15,arxiv,0,introduction,1,0,5,2,1,4,2,2,2,2,1,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
16,arxiv,0,introduction,1,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
17,arxiv,0,introduction,1,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
18,arxiv,0,introduction,1,5,0,2,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MISC
19,arxiv,0,introduction,3,2,10,3,1,0,0,2,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
20,arxiv,0,introduction,2,16,3,1,3,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
21,arxiv,0,introduction,0,2,1,2,1,1,0,3,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
22,arxiv,0,introduction,3,3,5,3,0,2,1,2,2,4,4,0,2,0,1,5,2,1,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
23,arxiv,0,introduction,8,2,16,12,3,3,0,3,2,4,2,0,2,0,0,2,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,AIM
24,arxiv,0,introduction,1,2,4,3,1,1,0,6,1,2,0,0,1,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
25,arxiv,0,introduction,3,4,8,9,1,3,0,2,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
26,arxiv,0,introduction,3,0,5,3,2,0,1,4,0,3,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
27,arxiv,0,introduction,2,0,4,1,1,0,0,3,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
28,arxiv,0,introduction,5,0,9,5,2,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OWN
29,arxiv,0,introduction,2,8,4,3,2,0,0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
30,arxiv,0,introduction,1,1,5,3,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
31,arxiv,0,introduction,0,0,1,0,0,0,0,4,1,0,0,0,1,3,0,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
32,arxiv,0,introduction,2,3,8,4,1,0,0,5,5,0,2,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
33,arxiv,0,introduction,1,9,12,6,0,0,0,4,5,1,0,0,4,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,OWN
34,arxiv,0,introduction,2,1,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
35,arxiv,0,introduction,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,arxiv,1,abstract,1,0,5,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
1,arxiv,1,abstract,3,1,14,5,0,2,0,2,1,0,2,0,3,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MISC
2,arxiv,1,abstract,1,3,4,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
3,arxiv,1,abstract,2,0,2,1,0,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,MISC
4,arxiv,1,abstract,0,0,3,1,2,0,0,3,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
5,arxiv,1,abstract,2,4,6,7,1,2,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
6,arxiv,1,abstract,1,1,5,0,1,0,1,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
7,arxiv,1,abstract,2,5,5,2,1,0,0,1,3,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
8,arxiv,1,abstract,2,1,3,2,2,0,0,3,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
9,arxiv,1,abstract,1,1,6,3,1,0,0,3,5,0,0,0,2,3,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
10,arxiv,1,introduction,5,3,11,4,1,0,0,3,1,0,0,0,1,2,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
11,arxiv,1,introduction,4,8,6,7,2,1,1,0,2,1,3,1,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,MISC
12,arxiv,1,introduction,3,0,6,2,2,1,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,arxiv,1,introduction,1,2,4,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISC
14,arxiv,1,introduction,6,4,9,4,0,1,0,3,2,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MISC
15,arxiv,1,introduction,1,0,5,2,1,4,2,2,2,2,1,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
16,arxiv,1,introduction,1,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
17,arxiv,1,introduction,1,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
18,arxiv,1,introduction,1,5,0,2,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MISC
19,arxiv,1,introduction,3,2,10,3,1,0,0,2,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
20,arxiv,1,introduction,2,16,3,1,3,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
21,arxiv,1,introduction,0,2,1,2,1,1,0,3,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
22,arxiv,1,introduction,3,3,5,3,0,2,1,2,2,4,4,0,2,0,1,5,2,1,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
23,arxiv,1,introduction,8,2,16,12,3,3,0,3,2,4,2,0,2,0,0,2,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,AIM
24,arxiv,1,introduction,1,2,4,3,1,1,0,6,1,2,0,0,1,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
25,arxiv,1,introduction,3,4,8,9,1,3,0,2,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
26,arxiv,1,introduction,3,0,5,3,2,0,1,4,0,3,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
27,arxiv,1,introduction,2,0,4,1,1,0,0,3,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
28,arxiv,1,introduction,5,0,9,5,2,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OWN
29,arxiv,1,introduction,2,8,4,3,2,0,0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
30,arxiv,1,introduction,1,1,5,3,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
31,arxiv,1,introduction,0,0,1,0,0,0,0,4,1,0,0,0,1,3,0,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
32,arxiv,1,introduction,2,3,8,4,1,0,0,5,5,0,2,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
33,arxiv,1,introduction,1,9,12,6,0,0,0,4,5,1,0,0,4,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,OWN
34,arxiv,1,introduction,2,1,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
35,arxiv,1,introduction,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,arxiv,0,abstract,3,0,7,4,1,0,0,1,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
1,arxiv,0,abstract,5,0,8,4,0,1,0,2,0,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
2,arxiv,0,abstract,1,0,8,1,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
3,arxiv,0,introduction,2,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
4,arxiv,0,introduction,5,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
5,arxiv,0,introduction,4,2,10,1,0,0,2,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
6,arxiv,0,introduction,4,0,10,7,2,1,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
7,arxiv,0,introduction,3,4,6,2,0,0,0,4,0,3,0,1,0,4,0,3,5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
8,arxiv,0,introduction,2,0,6,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
9,arxiv,0,introduction,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
10,arxiv,0,introduction,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
11,arxiv,0,introduction,1,0,7,4,0,0,1,1,0,2,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
12,arxiv,0,introduction,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
13,arxiv,0,introduction,4,0,12,5,0,1,0,3,0,1,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
14,arxiv,0,introduction,3,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
15,arxiv,0,introduction,5,0,5,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
16,arxiv,0,introduction,2,0,4,2,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
17,arxiv,0,introduction,2,0,6,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BASE
18,arxiv,0,introduction,2,0,5,3,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
